id,desc,accession,query_cov,seq_ident
gb|KAB8204512.1|,hypothetical protein BDV34DRAFT_115685 [Aspergillus parasiticus],KAB8204512,0.983,0.45
gb|MYD72986.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYD72986,0.967,0.417
ref|WP_152943960.1|,NAD(P)-binding domain-containing protein [Natronorubrum aibiense],WP_152943960,0.994,0.439
ref|XP_001260435.1|,"cyclohexanone monooxygenase, putative [Aspergillus fischeri NRRL 181]",XP_001260435,0.974,0.441
ref|XP_755274.1|,"cyclohexanone monooxygenase, putative [Aspergillus fumigatus Af293]",XP_755274,0.974,0.439
gb|KIV84592.1|,hypothetical protein PV11_00364 [Exophiala sideris],KIV84592,0.972,0.469
gb|MUV56065.1|,NAD(P)-binding protein [Halogeometricum sp. CBA1124],MUV56065,0.998,0.448
ref|WP_142940487.1|,NAD(P)-binding domain-containing protein [Arthrobacter sp. TS-15],WP_142940487,0.98,0.458
gb|KAB8272535.1|,hypothetical protein BDV30DRAFT_211839 [Aspergillus minisclerotigenes],KAB8272535,1.009,0.463
gb|KAF3806794.1|,Cyclohexanone 1 2-monooxygenase [Colletotrichum gloeosporioides],KAF3806794,1.015,0.445
dbj|GFF34441.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus lentulus]",GFF34441,0.974,0.441
gb|OPB44765.1|,hypothetical protein A0O28_0089030 [Trichoderma guizhouense],OPB44765,0.969,0.452
ref|WP_136356533.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. DSL-17],WP_136356533,0.994,0.459
gb|KAF2657686.1|,"cyclohexanone monooxygenase, variant 1 [Lophiostoma macrostomum CBS 122681]",KAF2657686,0.985,0.437
ref|XP_013261808.1|,hypothetical protein A1O9_04062 [Exophiala aquamarina CBS 119918],XP_013261808,0.991,0.441
gb|KAA8650471.1|,hypothetical protein ATNIH1004_003157 [Aspergillus tanneri],KAA8650471,0.982,0.434
ref|XP_009158444.1|,cyclohexanone monooxygenase [Exophiala dermatitidis NIH/UT8656],XP_009158444,0.994,0.445
gb|KAB8219990.1|,hypothetical protein BDV33DRAFT_231263 [Aspergillus novoparasiticus],KAB8219990,0.983,0.452
gb|RAQ61116.1|,cyclohexanone monooxygenase [Aspergillus flavus],RAQ61116,1.009,0.458
gb|MYD66304.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYD66304,0.985,0.445
gb|KAF2096542.1|,"cyclohexanone monooxygenase, variant 1 [Rhizodiscina lignyota]",KAF2096542,0.982,0.445
gb|PIG80545.1|,cyclohexanone monooxygenase [Aspergillus arachidicola],PIG80545,1.009,0.456
dbj|GAQ06775.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus lentulus]",GAQ06775,0.974,0.439
gb|MQA00863.1|,NAD(P)-binding protein [Dehalococcoidia bacterium],MQA00863,0.978,0.459
ref|WP_028792880.1|,NAD(P)/FAD-dependent oxidoreductase [Thalassobaculum salexigens],WP_028792880,0.985,0.465
gb|KJK61411.1|,TrkA [Aspergillus parasiticus SU-1],KJK61411,0.983,0.45
ref|WP_095249864.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. 7884-1],WP_095249864,0.993,0.458
gb|OTA94950.1|,hypothetical protein M434DRAFT_394167 [Hypoxylon sp. CO27-5],OTA94950,0.963,0.441
gb|TQB70714.1|,hypothetical protein MPDQ_008125 [Monascus purpureus],TQB70714,0.985,0.426
ref|WP_056298380.1|,NAD(P)/FAD-dependent oxidoreductase [Modestobacter sp. Leaf380],WP_056298380,0.926,0.454
ref|WP_093152318.1|,NAD(P)/FAD-dependent oxidoreductase [Thalassobaculum litoreum],WP_093152318,0.985,0.465
ref|WP_133368152.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus qingshengii],WP_133368152,0.993,0.456
gb|KKP00699.1|,hypothetical protein THAR02_07186 [Trichoderma harzianum],KKP00699,0.954,0.443
ref|WP_097150565.1|,NAD(P)/FAD-dependent oxidoreductase [Lysinibacillus acetophenoni],WP_097150565,0.98,0.456
ref|WP_132283577.1|,NAD(P)/FAD-dependent oxidoreductase [Paracraurococcus sp. NE82],WP_132283577,0.982,0.459
ref|WP_067901758.1|,NAD(P)/FAD-dependent oxidoreductase [Nocardia vaccinii],WP_067901758,0.952,0.443
gb|MYA19696.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYA19696,0.987,0.437
gb|KAF3011114.1|,hypothetical protein E8E13_011380 [Curvularia kusanoi],KAF3011114,0.972,0.443
ref|WP_068164196.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus phenolicus],WP_068164196,0.985,0.448
gb|MYE45539.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYE45539,0.987,0.434
gb|KXH34573.1|,hypothetical protein CSIM01_11797 [Colletotrichum simmondsii],KXH34573,1.057,0.452
ref|XP_016262166.1|,hypothetical protein PV06_05544 [Exophiala oligosperma],XP_016262166,0.98,0.421
ref|WP_098571911.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS073361],WP_098571911,0.996,0.45
ref|XP_025554454.1|,cyclohexanone monooxygenase [Aspergillus homomorphus CBS 101889],XP_025554454,0.985,0.452
ref|WP_018065333.1|,NAD(P)/FAD-dependent oxidoreductase [Martelella mediterranea],WP_018065333,0.97,0.448
ref|XP_024771124.1|,hypothetical protein M431DRAFT_19445 [Trichoderma harzianum CBS 226.95],XP_024771124,0.959,0.441
gb|EXF78962.1|,hypothetical protein CFIO01_10029 [Colletotrichum fioriniae PJ7],EXF78962,1.033,0.441
ref|WP_007257162.1|,NAD(P)/FAD-dependent oxidoreductase [Oceanicola granulosus],WP_007257162,0.97,0.437
ref|XP_025389141.1|,cyclohexanone monooxygenase [Aspergillus eucalypticola CBS 122712],XP_025389141,0.985,0.434
gb|TQM08958.1|,cyclohexanone monooxygenase [Pseudonocardia kunmingensis],TQM08958,0.985,0.439
gb|KXH42764.1|,hypothetical protein CNYM01_03787 [Colletotrichum nymphaeae SA-01],KXH42764,1.057,0.452
gb|KAE8316949.1|,hypothetical protein BDV41DRAFT_573449 [Aspergillus transmontanensis],KAE8316949,0.983,0.446
gb|OTA57423.1|,FAD/NAD(P)-binding domain-containing protein [Hypoxylon sp. EC38],OTA57423,0.963,0.439
gb|TKA61600.1|,hypothetical protein B0A55_11474 [Friedmanniomyces simplex],TKA61600,0.891,0.448
gb|KAE8337515.1|,hypothetical protein BDV24DRAFT_98434 [Aspergillus arachidicola],KAE8337515,0.983,0.446
gb|KAF3066610.1|,Baeyer-Villiger monooxygenase [Trichoderma lentiforme],KAF3066610,0.959,0.446
ref|XP_001267858.1|,"cyclohexanone monooxygenase, putative [Aspergillus clavatus NRRL 1]",XP_001267858,0.974,0.435
ref|WP_149810612.1|,NAD(P)-binding domain-containing protein [Roseomonas oryzae],WP_149810612,0.982,0.465
gb|OJJ67303.1|,hypothetical protein ASPBRDRAFT_136090 [Aspergillus brasiliensis CBS 101740],OJJ67303,0.985,0.439
gb|KAF2164474.1|,hypothetical protein M409DRAFT_25352 [Zasmidium cellare ATCC 36951],KAF2164474,0.972,0.434
ref|WP_159765079.1|,NAD(P)-binding domain-containing protein [Halovenus sp. WSH3],WP_159765079,0.991,0.432
gb|MQG70190.1|,NAD(P)/FAD-dependent oxidoreductase [SAR202 cluster bacterium],MQG70190,0.98,0.437
ref|WP_046524907.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus campisalis],WP_046524907,0.983,0.458
ref|XP_018033744.1|,"cyclohexanone monooxygenase, variant 1 [Paraphaeosphaeria sporulosa]",XP_018033744,0.978,0.428
gb|OOF92510.1|,hypothetical protein ASPCADRAFT_55488 [Aspergillus carbonarius ITEM 5010],OOF92510,0.985,0.441
ref|WP_113884010.1|,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Bacillus],WP_113884010,0.989,0.454
ref|WP_109335747.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. S2-17],WP_109335747,0.969,0.439
ref|XP_023093458.1|,unnamed protein product [Aspergillus oryzae RIB40],XP_023093458,0.928,0.421
gb|EIT82755.1|,putative flavoprotein involved in K+ transport [Aspergillus oryzae 3.042],EIT82755,0.928,0.421
gb|KAE8138191.1|,hypothetical protein BDV38DRAFT_244823 [Aspergillus pseudotamarii],KAE8138191,1.009,0.456
gb|MBU21316.1|,cyclohexanone monooxygenase [Microbacterium sp.],MBU21316,0.732,0.415
ref|WP_158734868.1|,NAD(P)-binding domain-containing protein [Alteribacillus sp. YIM 98480],WP_158734868,1.009,0.469
ref|WP_062747709.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus clausii],WP_062747709,0.974,0.45
gb|MSX22123.1|,NAD(P)-binding protein [Actinobacteria bacterium],MSX22123,0.987,0.437
gb|MYE54678.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYE54678,1.002,0.432
gb|MSW20596.1|,NAD(P)-binding protein [Actinobacteria bacterium],MSW20596,0.987,0.437
gb|MAU22597.1|,cyclohexanone monooxygenase [Martelella sp.],MAU22597,0.97,0.446
ref|WP_012947985.1|,NAD(P)/FAD-dependent oxidoreductase [Geodermatophilus obscurus],WP_012947985,0.976,0.437
ref|WP_149534273.1|,NAD(P)-binding domain-containing protein [Tardiphaga sp. P9-11],WP_149534273,0.976,0.456
ref|WP_120637686.1|,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [unclassified Roseomonas],WP_120637686,0.972,0.456
gb|TAJ81452.1|,NAD(P)/FAD-dependent oxidoreductase [Reyranella sp.],TAJ81452,0.989,0.445
ref|WP_127490066.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus mesonae],WP_127490066,0.994,0.456
ref|WP_026567529.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. UNC41MFS5],WP_026567529,0.985,0.443
gb|RVX70628.1|,hypothetical protein B0A52_05280 [Exophiala mesophila],RVX70628,0.946,0.424
ref|WP_128964912.1|,NAD(P)/FAD-dependent oxidoreductase [Bradyrhizobium guangdongense],WP_128964912,0.987,0.45
gb|MBH77143.1|,cyclohexanone monooxygenase [Dehalococcoidia bacterium],MBH77143,0.998,0.443
ref|WP_156230202.1|,NAD(P)-binding domain-containing protein [Corynebacterium sp. 2039],WP_156230202,0.996,0.443
gb|OQE84754.1|,hypothetical protein PENNAL_c0026G05635 [Penicillium nalgiovense],OQE84754,0.946,0.439
gb|TMK88405.1|,NAD(P)/FAD-dependent oxidoreductase [Actinobacteria bacterium],TMK88405,0.989,0.423
ref|WP_144548244.1|,NAD(P)-binding protein [Bacillus sp. X1(2014)],WP_144548244,0.996,0.439
ref|WP_114273026.1|,NAD(P)/FAD-dependent oxidoreductase [Sulfitobacter sp. DFL-14],WP_114273026,0.974,0.43
gb|OQE94994.1|,hypothetical protein PENNAL_c0003G11806 [Penicillium nalgiovense],OQE94994,0.98,0.446
ref|XP_025532569.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus japonicus CBS 114.51],XP_025532569,1.035,0.454
ref|XP_025495489.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus uvarum CBS 121591],XP_025495489,1.007,0.45
ref|WP_066152109.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus krulwichiae],WP_066152109,1.007,0.456
ref|WP_166027227.1|,NAD(P)-binding domain-containing protein [Bacillus sp. C11],WP_166027227,0.987,0.441
gb|PGH08532.1|,hypothetical protein GX51_01051 [Blastomyces parvus],PGH08532,1.068,0.469
gb|KXH45247.1|,hypothetical protein CSAL01_06360 [Colletotrichum salicis],KXH45247,1.03,0.443
ref|WP_136591278.1|,NAD(P)/FAD-dependent oxidoreductase [Salinigranum halophilum],WP_136591278,1.002,0.441
ref|WP_026585273.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. J33],WP_026585273,0.989,0.45
gb|OYU91209.1|,cyclohexanone monooxygenase [Bradyrhizobiaceae bacterium PARB1],OYU91209,0.978,0.45
gb|OQE14777.1|,hypothetical protein PENFLA_c035G06341 [Penicillium flavigenum],OQE14777,0.98,0.437
ref|WP_136601518.1|,NAD(P)/FAD-dependent oxidoreductase [Salinigranum halophilum],WP_136601518,1.002,0.441
ref|WP_076256074.1|,NAD(P)/FAD-dependent oxidoreductase [Paenibacillus sp. FSL R5-0490],WP_076256074,0.98,0.446
ref|WP_159351096.1|,NAD(P)-binding domain-containing protein [Roseomonas deserti],WP_159351096,0.978,0.463
ref|WP_035330559.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus firmus],WP_035330559,0.989,0.446
ref|WP_098260456.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS006103],WP_098260456,1.002,0.441
ref|WP_071158428.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus oceanisediminis],WP_071158428,0.989,0.45
ref|WP_011828637.1|,NAD(P)/FAD-dependent oxidoreductase [Methylibium petroleiphilum],WP_011828637,0.969,0.437
gb|PYI16856.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus violaceofuscus CBS 115571],PYI16856,1.035,0.454
dbj|GCB28240.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus awamori]",GCB28240,0.985,0.432
ref|WP_095242512.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. 7894-2],WP_095242512,0.989,0.448
ref|WP_085991341.1|,NAD(P)/FAD-dependent oxidoreductase [Oceanobacillus senegalensis],WP_085991341,0.987,0.443
ref|WP_094929701.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia sp. MH-G8],WP_094929701,0.983,0.456
ref|XP_013264621.1|,hypothetical protein A1O9_00003 [Exophiala aquamarina CBS 119918],XP_013264621,0.97,0.428
ref|WP_163141454.1|,NAD(P)-binding domain-containing protein [Bacillus sp. 22-7],WP_163141454,0.993,0.445
ref|WP_027322381.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. URHB0009],WP_027322381,0.985,0.439
ref|WP_094927413.1|,NAD(P)-binding domain-containing protein [Pseudonocardia sp. MH-G8],WP_094927413,0.985,0.434
gb|MQA12718.1|,NAD(P)-binding protein [Pseudonocardiaceae bacterium],MQA12718,0.976,0.43
emb|CEL05040.1|,hypothetical protein ASPCAL06162 [Aspergillus calidoustus],CEL05040,0.965,0.434
gb|MYD94959.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MYD94959,0.983,0.424
ref|WP_133773370.1|,NAD(P)/FAD-dependent oxidoreductase [Enterovirga rhinocerotis],WP_133773370,0.978,0.45
gb|MXZ46604.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],MXZ46604,0.985,0.434
ref|WP_141475447.1|,NAD(P)-binding domain-containing protein [Rhodococcus sp. WS4],WP_141475447,0.98,0.437
ref|XP_018697573.1|,hypothetical protein AYL99_00178 [Fonsecaea erecta],XP_018697573,0.976,0.435
ref|WP_056315907.1|,NAD(P)/FAD-dependent oxidoreductase [Methylibium sp. Root1272],WP_056315907,0.969,0.432
ref|XP_020126999.1|,cyclohexanone monooxygenase [Diplodia corticola],XP_020126999,1.018,0.439
ref|WP_138418622.1|,NAD(P)/FAD-dependent oxidoreductase [Aquibacillus sp. BH258],WP_138418622,0.989,0.448
ref|WP_128639623.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus opacus],WP_128639623,0.993,0.443
ref|WP_027519200.1|,NAD(P)-binding domain-containing protein [Bradyrhizobium sp. WSM1417],WP_027519200,0.987,0.448
ref|WP_166398293.1|,NAD(P)-binding domain-containing protein [Rubrobacter sp. SCSIO 52915],WP_166398293,0.98,0.47
ref|WP_166258906.1|,NAD(P)-binding domain-containing protein [Bacillus sp. MM2020_1],WP_166258906,1.002,0.439
gb|KFA53792.1|,hypothetical protein S40293_01716 [Stachybotrys chartarum IBT 40293],KFA53792,0.965,0.432
gb|OQE09783.1|,hypothetical protein PENVUL_c005G06135 [Penicillium vulpinum],OQE09783,0.983,0.443
ref|WP_012944942.1|,NAD(P)/FAD-dependent oxidoreductase [Haloterrigena turkmenica],WP_012944942,1.002,0.434
ref|WP_037049549.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia autotrophica],WP_037049549,0.976,0.435
ref|WP_159869104.1|,NAD(P)-binding domain-containing protein [Bacillus sp. ZZV12-4809],WP_159869104,0.989,0.45
gb|MBA04609.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBA04609,0.993,0.434
gb|MXY22039.1|,NAD(P)/FAD-dependent oxidoreductase [Dehalococcoidia bacterium],MXY22039,1.002,0.43
tpg|HAO55112.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],HAO55112,0.993,0.434
ref|WP_066053950.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus korlensis],WP_066053950,1.002,0.452
ref|WP_133217714.1|,NAD(P)/FAD-dependent oxidoreductase [Paracraurococcus ruber],WP_133217714,0.994,0.448
ref|WP_038235346.1|,NAD(P)/FAD-dependent oxidoreductase [Xenorhabdus szentirmaii],WP_038235346,0.961,0.434
ref|WP_048008862.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus firmus],WP_048008862,0.993,0.443
ref|WP_104517772.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodopila globiformis],WP_104517772,0.982,0.419
ref|WP_114343629.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. NFR08],WP_114343629,0.987,0.445
ref|WP_129448359.1|,NAD(P)/FAD-dependent oxidoreductase [Methylibium sp. Pch-M],WP_129448359,0.969,0.435
ref|WP_164557006.1|,NAD(P)-binding protein [K189A clade bacterium],WP_164557006,0.978,0.461
ref|WP_053436133.1|,NAD(P)/FAD-dependent oxidoreductase [Sporosarcina globispora],WP_053436133,0.989,0.448
ref|XP_025565016.1|,cyclohexanone monooxygenase [Aspergillus vadensis CBS 113365],XP_025565016,0.985,0.434
gb|NBQ75484.1|,NAD(P)/FAD-dependent oxidoreductase [Acetobacteraceae bacterium],NBQ75484,0.987,0.454
ref|WP_036251124.1|,NAD(P)/FAD-dependent oxidoreductase [Methylibium sp. T29],WP_036251124,0.969,0.435
gb|PSQ43868.1|,cyclohexanone monooxygenase [Halobacteriales archaeon QS_9_68_42],PSQ43868,1,0.445
gb|PYI36929.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus indologenus CBS 114.80],PYI36929,1,0.441
gb|PLN84933.1|,putative cyclohexanone monooxygenase [Aspergillus taichungensis],PLN84933,1.004,0.43
ref|WP_129276043.1|,NAD(P)/FAD-dependent oxidoreductase [Bradyrhizobium betae],WP_129276043,0.987,0.446
gb|TAL03103.1|,NAD(P)/FAD-dependent oxidoreductase [Porticoccaceae bacterium],TAL03103,0.976,0.459
ref|WP_101649542.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus cucumis],WP_101649542,1.002,0.452
ref|WP_066255183.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus drentensis],WP_066255183,1.002,0.437
ref|WP_155789168.1|,NAD(P)-binding protein [K189A clade bacterium],WP_155789168,0.978,0.459
dbj|GAA86513.1|,cyclohexanone monooxygenase [Aspergillus kawachii IFO 4308],GAA86513,0.985,0.435
gb|MAR88390.1|,cyclohexanone monooxygenase [Rhodospirillaceae bacterium],MAR88390,0.98,0.463
gb|KEY69234.1|,hypothetical protein S7711_01689 [Stachybotrys chartarum IBT 7711],KEY69234,0.965,0.432
ref|WP_106946054.1|,NAD(P)/FAD-dependent oxidoreductase [Bradyrhizobium sp. MOS002],WP_106946054,0.987,0.446
ref|WP_099094543.1|,NAD(P)/FAD-dependent oxidoreductase [Roseomonas rhizosphaerae],WP_099094543,0.993,0.461
ref|WP_122925104.1|,NAD(P)/FAD-dependent oxidoreductase [Brevibacillus nitrificans],WP_122925104,0.991,0.435
ref|XP_025516936.1|,cyclohexanone monooxygenase [Aspergillus piperis CBS 112811],XP_025516936,0.985,0.434
ref|XP_025474522.1|,cyclohexanone monooxygenase [Aspergillus neoniger CBS 115656],XP_025474522,0.985,0.428
ref|WP_121612497.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus foraminis],WP_121612497,0.982,0.437
ref|WP_130291520.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia sediminis],WP_130291520,0.976,0.443
ref|WP_166397575.1|,NAD(P)-binding domain-containing protein [Rubrobacter sp. SCSIO 52915],WP_166397575,0.97,0.434
gb|MBF67724.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBF67724,0.985,0.435
gb|OJJ52110.1|,hypothetical protein ASPSYDRAFT_95945 [Aspergillus sydowii CBS 593.65],OJJ52110,0.978,0.432
ref|WP_131547143.1|,NAD(P)/FAD-dependent oxidoreductase [Roseococcus sp. SYP-B2431],WP_131547143,0.987,0.456
ref|WP_144542857.1|,NAD(P)-binding domain-containing protein [Bacillus oceanisediminis],WP_144542857,0.985,0.45
gb|OJZ85058.1|,hypothetical protein ASPFODRAFT_61744 [Aspergillus luchuensis CBS 106.47],OJZ85058,0.985,0.434
ref|WP_133290175.1|,NAD(P)/FAD-dependent oxidoreductase [Dankookia rubra],WP_133290175,0.983,0.439
ref|WP_126554717.1|,NAD(P)/FAD-dependent oxidoreductase [Dictyobacter kobayashii],WP_126554717,0.983,0.443
ref|WP_029546891.1|,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Rhodococcus],WP_029546891,0.972,0.43
tpg|HEM20027.1|,NAD(P)/FAD-dependent oxidoreductase [Chloroflexi bacterium],HEM20027,0.989,0.426
ref|XP_016236459.1|,hypothetical protein PV08_06294 [Exophiala spinifera],XP_016236459,0.97,0.424
ref|XP_025535987.1|,cyclohexanone monooxygenase [Aspergillus costaricaensis CBS 115574],XP_025535987,0.985,0.432
gb|MAJ99571.1|,cyclohexanone monooxygenase [Rhodospirillaceae bacterium],MAJ99571,0.98,0.461
gb|RKE48830.1|,cation diffusion facilitator CzcD-associated flavoprotein CzcO [Tardiphaga sp. YR296],RKE48830,0.976,0.445
gb|OJW29594.1|,cyclohexanone monooxygenase [Rhodospirillales bacterium 69-11],OJW29594,0.982,0.446
dbj|GFF72683.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus udagawae]",GFF72683,0.974,0.437
ref|WP_066066945.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus soli],WP_066066945,1.002,0.441
ref|WP_120289241.1|,NAD(P)/FAD-dependent oxidoreductase [Tardiphaga sp. YR296],WP_120289241,0.976,0.445
ref|WP_165037721.1|,FAD-dependent oxidoreductase [Rhodococcus sp. 14C212],WP_165037721,0.972,0.43
ref|WP_129691086.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus acidiceler],WP_129691086,0.996,0.448
gb|PSP42696.1|,cyclohexanone monooxygenase [Halobacteriales archaeon QH_6_64_20],PSP42696,0.993,0.426
dbj|GFF32619.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus udagawae]",GFF32619,0.974,0.437
ref|XP_016626929.1|,hypothetical protein Z520_11469 [Fonsecaea multimorphosa CBS 102226],XP_016626929,0.978,0.434
dbj|GFG00472.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus udagawae]",GFG00472,0.974,0.435
ref|WP_027567909.1|,NAD(P)/FAD-dependent oxidoreductase [Bradyrhizobium sp. URHA0013],WP_027567909,0.987,0.445
dbj|GFF29093.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus udagawae]",GFF29093,0.974,0.435
ref|WP_007678121.1|,NAD(P)/FAD-dependent oxidoreductase [alpha proteobacterium BAL199],WP_007678121,0.985,0.45
gb|PKB80042.1|,cyclohexanone monooxygenase [SAR202 cluster bacterium Io17-Chloro-G9],PKB80042,0.98,0.445
ref|WP_081924219.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia autotrophica],WP_081924219,0.996,0.437
ref|WP_155922105.1|,NAD(P)-binding domain-containing protein [Bacillus sp. EB01],WP_155922105,0.985,0.439
gb|RDK45474.1|,FAD/NAD(P)-binding domain-containing protein [Aspergillus phoenicis ATCC 13157],RDK45474,0.985,0.428
ref|WP_061698584.1|,NAD(P)/FAD-dependent oxidoreductase [Rhodococcus sp. LB1],WP_061698584,0.98,0.43
ref|WP_046522689.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus campisalis],WP_046522689,0.98,0.435
gb|MBJ18339.1|,cyclohexanone monooxygenase [Deltaproteobacteria bacterium],MBJ18339,0.983,0.448
ref|WP_078596432.1|,NAD(P)/FAD-dependent oxidoreductase [[Bacillus] clarkii],WP_078596432,0.994,0.445
ref|WP_098118226.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS002410],WP_098118226,0.987,0.446
ref|WP_159764990.1|,NAD(P)-binding domain-containing protein [Halovenus sp. WSH3],WP_159764990,0.987,0.441
emb|SNS93410.1|,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD [Tardiphaga sp. OK246],SNS93410,0.976,0.445
gb|MAI46345.1|,cyclohexanone monooxygenase [Filomicrobium sp.],MAI46345,0.987,0.456
ref|WP_089264613.1|,NAD(P)/FAD-dependent oxidoreductase [Tardiphaga sp. OK246],WP_089264613,0.976,0.445
ref|XP_001395571.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus niger CBS 513.88]",XP_001395571,0.985,0.428
dbj|GBD23149.1|,Phenylacetone monooxygenase [bacterium HR29],GBD23149,0.98,0.426
ref|WP_098172569.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus sp. AFS017336],WP_098172569,0.987,0.448
gb|RAK81835.1|,cyclohexanone monooxygenase [Aspergillus fijiensis CBS 313.89],RAK81835,1.017,0.45
ref|XP_025438186.1|,cyclohexanone monooxygenase [Aspergillus brunneoviolaceus CBS 621.78],XP_025438186,1.017,0.45
ref|WP_093342489.1|,NAD(P)/FAD-dependent oxidoreductase [Pseudonocardia ammonioxydans],WP_093342489,0.983,0.424
dbj|GAO86875.1|,"cyclohexanone 1,2-monooxygenase [Aspergillus udagawae]",GAO86875,0.974,0.435
gb|KAE9969727.1|,hypothetical protein EG328_006703 [Venturia inaequalis],KAE9969727,0.856,0.421
ref|WP_161996150.1|,FAD-dependent oxidoreductase [Rhodococcus sp. YH1],WP_161996150,0.972,0.428
ref|WP_159928495.1|,NAD(P)-binding domain-containing protein [Rhodococcus sp. WAY2],WP_159928495,0.972,0.432
ref|WP_088035024.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus polygoni],WP_088035024,0.994,0.443
ref|WP_160719443.1|,NAD(P)-binding domain-containing protein [Bacillus sp. USDA818B3_A],WP_160719443,1.002,0.446
gb|OJJ05256.1|,hypothetical protein ASPVEDRAFT_137723 [Aspergillus versicolor CBS 583.65],OJJ05256,0.978,0.432
ref|XP_024764484.1|,hypothetical protein M441DRAFT_130481 [Trichoderma asperellum CBS 433.97],XP_024764484,0.978,0.448
ref|WP_103169055.1|,NAD(P)/FAD-dependent oxidoreductase [bacterium YEK0313],WP_103169055,0.978,0.448
ref|WP_066073143.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus soli],WP_066073143,0.987,0.439
ref|WP_055743883.1|,NAD(P)/FAD-dependent oxidoreductase [Brevibacillus choshinensis],WP_055743883,1.007,0.445
ref|WP_088014034.1|,NAD(P)/FAD-dependent oxidoreductase [Bacillus acidiceler],WP_088014034,0.987,0.441
gb|MBS01791.1|,cyclohexanone monooxygenase [Gammaproteobacteria bacterium],MBS01791,0.961,0.426
gb|ERG91647.1|,putative flavoprotein involved in K+ transport [Haloquadratum walsbyi J07HQW1],ERG91647,0.993,0.419
emb|CEJ10299.1|,Phenylacetone monooxygenase [bacterium YEK0313],CEJ10299,0.978,0.448
